Scheme_ID,Scheme_Name,Type,State,District,Category,Crop,Min_Land_Acres,Max_Land_Acres,Income_Limit,Gender,Age_Min,Age_Max,FPO_Required,Organic_Required,Irrigation_Required,Need,Eligibility,Benefit,Subsidy,Required_Documents,Apply_At,Official_Website,Keywords
AGRI452,Horticulture Cluster Development Program (CDP) (Tamil Nadu Implementation),Horticulture Department,Tamil Nadu,Coimbatore,Horticulture,Tomato,0.0,10.0,None,Male & Female,18,65,No,No,No,Need cluster infrastructure,"Farmers residing in Coimbatore district of Tamil Nadu, cultivating Tomato, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",FPO Office,https://midh.gov.in/,"tomato, horticulture, tamil nadu farmer, coimbatore, horticulture, government subsidy, agricultural support"
AGRI453,"Formation and Promotion of 10,000 FPOs Scheme (Karnataka Implementation)",FPO Support,Karnataka,Davangere,FPO Development,Onion,0.0,10.0,Below ₹2.5 Lakh/year,Male & Female,21,60,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Davangere district of Karnataka, cultivating Onion, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,50%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Horticulture Department Office,https://www.sfacindia.com/,"onion, fpo development, karnataka farmer, davangere, formation, government subsidy, agricultural support"
AGRI454,PM-KISAN - Maharashtra Nagpur Chapter,State Government,Maharashtra,Nagpur,Credit,Pulses,0.0,20.0,Below ₹1.5 Lakh/year,All,18,60,No,No,No,Need credit support,"Farmers residing in Nagpur district of Maharashtra, cultivating Pulses, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.","₹6,000 per year in 3 installments",Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Block Development Office,https://pmkisan.gov.in/,"pulses, credit, maharashtra farmer, nagpur, pm-kisan, government subsidy, agricultural support"
AGRI455,Fisheries Infrastructure Development Fund (FIDF) (Telangana Implementation),NABARD Supported,Telangana,Khammam,Fisheries,Fisheries,0.0,2.0,Below ₹1.5 Lakh/year,Female Only,18,75,Yes,No,No,Need fisheries storage and market access,"Farmers residing in Khammam district of Telangana, cultivating Fisheries, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Interest subvention up to 3%,75%,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://nabard.org/,"fisheries, fisheries, telangana farmer, khammam, fisheries, government subsidy, agricultural support"
AGRI456,Kisan Credit Card (KCC) Scheme (Tamil Nadu Implementation),NABARD Supported,Tamil Nadu,Madurai,Credit,Cotton,0.0,2.0,Below ₹5 Lakh/year,Male & Female,18,60,No,No,No,Need financial assistance,"Farmers residing in Madurai district of Tamil Nadu, cultivating Cotton, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Horticulture Department Office,https://www.nabard.org/,"cotton, credit, tamil nadu farmer, madurai, kisan, government subsidy, agricultural support"
AGRI457,SMAM (Sub-Mission on Agricultural Mechanization) (Uttar Pradesh Implementation),Central Government,Uttar Pradesh,Gorakhpur,Farm Mechanization,Rice,0.0,25.0,Below ₹2.5 Lakh/year,All,18,70,No,No,No,Need farm machinery,"Farmers residing in Gorakhpur district of Uttar Pradesh, cultivating Rice, owning between 0.0 and 25.0 acres of land, registered with the state agriculture portal.",40% to 50% subsidy on farm implements,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",PM Kisan Portal,https://agrimachinery.nic.in/,"rice, farm mechanization, uttar pradesh farmer, gorakhpur, smam, government subsidy, agricultural support"
AGRI458,Cooperative Agricultural Credit Structure Scheme - Karnataka Soybean Initiative,Cooperative,Karnataka,Shimoga,Credit,Sugarcane,0.0,2.0,Below ₹5 Lakh/year,Male & Female,21,70,Yes,No,No,Need short term crop credit,"Farmers residing in Shimoga district of Karnataka, cultivating Sugarcane, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Low interest short term loans,Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,State Agriculture Department Portal,"sugarcane, credit, karnataka farmer, shimoga, cooperative, government subsidy, agricultural support"
AGRI459,PMFBY (Pradhan Mantri Fasal Bima Yojana) (Karnataka Implementation),Central Government,Karnataka,Davangere,Crop Insurance,Soybean,0.0,5.0,Below ₹5 Lakh/year,All,18,65,No,No,No,Need crop insurance,"Farmers residing in Davangere district of Karnataka, cultivating Soybean, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,40%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://pmfby.gov.in/,"soybean, crop insurance, karnataka farmer, davangere, pmfby, government subsidy, agricultural support"
AGRI460,ATMA - Haryana Karnal Chapter,State Government,Haryana,Karnal,Skill Development,Pulses,0.0,2.0,Below ₹5 Lakh/year,Female Only,18,60,No,No,No,Need technical training and guidance,"Farmers residing in Karnal district of Haryana, cultivating Pulses, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.","Free training, exposure visits, and demonstrations",30%,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,State Agriculture Department Portal,"pulses, skill development, haryana farmer, karnal, atma, government subsidy, agricultural support"
AGRI461,Kisan Credit Card (KCC) Scheme (Kerala Implementation),NABARD Supported,Kerala,Palakkad,Credit,Rice,0.0,2.0,None,Male & Female,21,60,No,Yes,No,Need financial assistance,"Farmers residing in Palakkad district of Kerala, cultivating Rice, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",Concessional interest rate at 4%,30%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",State Agriculture Department Portal,https://www.nabard.org/,"rice, credit, kerala farmer, palakkad, kisan, government subsidy, agricultural support"
AGRI462,PMKSY - Punjab Jalandhar Chapter,State Government,Punjab,Jalandhar,Irrigation,Tomato,1.0,10.0,None,Male & Female,18,60,No,No,Yes,Need irrigation support,"Farmers residing in Jalandhar district of Punjab, cultivating Tomato, owning between 1.0 and 10.0 acres of land, registered with the state agriculture portal.",50% to 55% subsidy on drip/sprinkler,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",FPO Office,https://pmksy.gov.in/,"tomato, irrigation, punjab farmer, jalandhar, pmksy, government subsidy, agricultural support"
AGRI463,PM-KISAN - Kerala Alappuzha Chapter,State Government,Kerala,Alappuzha,Credit,Wheat,0.0,2.0,None,All,18,65,No,No,No,Need credit support,"Farmers residing in Alappuzha district of Kerala, cultivating Wheat, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.","₹6,000 per year in 3 installments",Up to ₹10 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Horticulture Department Office,https://pmkisan.gov.in/,"wheat, credit, kerala farmer, alappuzha, pm-kisan, government subsidy, agricultural support"
AGRI464,SMAM - Bihar Cotton Initiative,Central Government,Bihar,Gaya,Farm Mechanization,Soybean,1.0,25.0,Below ₹5 Lakh/year,Female Only,18,65,No,No,No,Need farm machinery,"Farmers residing in Gaya district of Bihar, cultivating Soybean, owning between 1.0 and 25.0 acres of land, registered with the state agriculture portal.",40% to 50% subsidy on farm implements,75%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",District Agriculture Office,https://agrimachinery.nic.in/,"soybean, farm mechanization, bihar farmer, gaya, smam, government subsidy, agricultural support"
AGRI465,PMFBY (Pradhan Mantri Fasal Bima Yojana) (Bihar Implementation),Central Government,Bihar,Darbhanga,Crop Insurance,Rice,0.0,20.0,Below ₹5 Lakh/year,All (Priority for Women),18,65,No,No,No,Need crop insurance,"Farmers residing in Darbhanga district of Bihar, cultivating Rice, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Premium subsidy up to 90%,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://pmfby.gov.in/,"rice, crop insurance, bihar farmer, darbhanga, pmfby, government subsidy, agricultural support"
AGRI466,Horticulture Cluster Development Program (CDP) (Andhra Pradesh Implementation),Horticulture Department,Andhra Pradesh,Anantapur,Horticulture,Tomato,0.0,20.0,None,Male & Female,18,60,No,No,No,Need cluster infrastructure,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Tomato, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://midh.gov.in/,"tomato, horticulture, andhra pradesh farmer, anantapur, horticulture, government subsidy, agricultural support"
AGRI467,Pradhan Mantri Matsya Sampada Yojana - Uttar Pradesh Kanpur Chapter,State Government,Uttar Pradesh,Kanpur,Fisheries,Fisheries,0.0,10.0,None,All,21,60,No,No,No,Need aquaculture development,"Farmers residing in Kanpur district of Uttar Pradesh, cultivating Fisheries, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",40% to 60% subsidy on fishery inputs,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",FPO Office,https://pmmsy.dof.gov.in/,"fisheries, fisheries, uttar pradesh farmer, kanpur, pradhan, government subsidy, agricultural support"
AGRI468,PMFBY - Maharashtra Ahmednagar Chapter,State Government,Maharashtra,Ahmednagar,Crop Insurance,Wheat,0.0,5.0,Below ₹5 Lakh/year,All (Priority for Women),21,65,No,Yes,No,Need crop insurance,"Farmers residing in Ahmednagar district of Maharashtra, cultivating Wheat, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must adhere to certified organic farming practices.",Premium subsidy up to 90%,75%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",District Agriculture Office,https://pmfby.gov.in/,"wheat, crop insurance, maharashtra farmer, ahmednagar, pmfby, government subsidy, agricultural support"
AGRI469,Pradhan Mantri Matsya Sampada Yojana (PMMSY) (Gujarat Implementation),Central Government,Gujarat,Junagadh,Fisheries,Fisheries,0.0,10.0,Below ₹5 Lakh/year,All (Priority for Women),21,60,Yes,No,No,Need aquaculture development,"Farmers residing in Junagadh district of Gujarat, cultivating Fisheries, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",40% to 60% subsidy on fishery inputs,50%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Block Development Office,https://pmmsy.dof.gov.in/,"fisheries, fisheries, gujarat farmer, junagadh, pradhan, government subsidy, agricultural support"
AGRI470,AIF (Agriculture Infrastructure Fund) (Andhra Pradesh Implementation),Central Government,Andhra Pradesh,Anantapur,Storage,Onion,2.0,25.0,Below ₹2.5 Lakh/year,Female Only,18,70,Yes,No,No,Need cold storage and infrastructure,"Farmers residing in Anantapur district of Andhra Pradesh, cultivating Onion, owning between 2.0 and 25.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",3% interest subvention up to ₹2 crore,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details",Horticulture Department Office,https://agriinfra.dac.gov.in/,"onion, storage, andhra pradesh farmer, anantapur, aif, government subsidy, agricultural support"
AGRI471,MIDH (Mission for Integrated Development of Horticulture) (Haryana Implementation),Horticulture Department,Haryana,Sirsa,Horticulture,Potato,0.0,20.0,Below ₹5 Lakh/year,Male & Female,21,65,No,No,No,Need horticulture support,"Farmers residing in Sirsa district of Haryana, cultivating Potato, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details",Horticulture Department Office,https://midh.gov.in/,"potato, horticulture, haryana farmer, sirsa, midh, government subsidy, agricultural support"
